26,M. Ganapathi Rao,"1. Personal and Professional Background:

    Name: M. Ganapathi Rao Aigal
    Date of Birth: 1881
    Place of Birth: Manjeshwar, Dakshina Kannada, Karnataka.
    Ganapathi Rao was a distinguished historian, educator, and researcher from the coastal Tulu region.
    He served as a teacher and historian and is recognized for his contribution to the documentation of the history and culture of Dakshina Kannada.

2. Academic Training:

    M. Ganapathi Rao was trained under the guidance of scholars such as Prof. VV Mirashi, a notable epigraphist in India.
    His work primarily focused on the history and heritage of Dakshina Kannada and the Tulu region.

3. Major Contributions:

    ""Dakshina Kannada Jilleya Prachina Itihasa (Ancient History of Dakshina Kannada)"":

      Published in 1923, it is the first comprehensive history of the region, covering political, social, and cultural developments.
    Sthala Puranagalu Series: A collection of works documenting the legends and histories of important places in the region such as Mangalore, Kollur, Polali, Subramanya, Dharmasthala, and Manjeshwar.
    Tulu Paad-danas: His documentation of traditional ballads (Paad-danas) in the Tulu language, which narrate the origins and stories of deities in Bhuta Kola rituals.
    His key collections include Attavara Daivongulu (1928) and Tulu Paddanolu (1933).

4. Research Methodology:

    Ganapathi Rao traveled around the district, collecting information from local elders and analyzing the region's history through fieldwork.
    He meticulously documented the details of the region's economic and social systems, including the boundaries, villages, and settlements.

5. Sources of History:

    The primary sources he used for his research included:

      Inscriptions
      Coins
      Traditional sayings
      Documentary records
      Contemporary literature
    Notably, the sources related to Nagayas were not included in his work.

6. Legacy and Recognition:

    His work has been recognized for preserving the rich folklore and traditions of the region.
    Although some recent researchers have disagreed with the period established by Rao, they still acknowledge the value of his collected details.
    He was felicitated for his contributions to Jainism by organizations such as Shri Bharatvarshiya Digambar Jain Mahasabha, Lucknow, and the Jain Sangha, Hyderabad.

7. Awards and Honors:

    In 1998, Ganapathi Rao was awarded a special prize for his work on Jainism by Ahimsa International, New Delhi.
    His contributions were also recognized by the Vishwa Konkani Kendra and Govinda Pai Samshodhana Kendra.

8. Current Relevance:

    Despite differences in scholarly opinions about some aspects of his work, his contributions remain indispensable for understanding the social, economic, and cultural history of Dakshina Kannada.
    His books continue to be valuable resources for historians and researchers studying the region.
    The reprint of his work Dakshina Kannada Jilleya Itihasa in 2019 by Govinda Pai Research Kendra affirms its importance in contemporary scholarship.

9. Further Reading:

    Books by M. Ganapathi Rao:

      Ancient History of Dakshina Kannada (1923)
      Sthala Puranagalu Series (Various works)
      Tulu Paad-danas (1928 & 1933)
    His writings have significantly contributed to preserving the history, traditions, and cultural heritage of the Tulu region.
",
27,Dr. Y. Umanatha Shenoy,"Dr. Y. Umanatha Shenoy (born July 1947) is a distinguished Indian historian, archaeologist, epigraphist, and iconographist. He writes in Kannada and is proficient in several languages including Kannada, English, Hindi, Konkani, Tulu, Marathi, Sanskrit, and Prakrit. 
Education & Academic Career
•        Earned his M.A. and Ph.D. from the University of Mysore. His doctoral thesis, titled “Region and Religion: Dharmasthala—A Study”, focused on analyzing historical records of the Dharmasthala temple. 
•        Began his teaching career in 1971 at Loka Seva Junior College, Alike. In 1982, he established the postgraduate History department at Mangalore University. By 1987, he joined the Department of History at Shri Dharmasthala Manjunatheshwara College, Ujire. He served as Head of Department, Chairman of the Board of Studies and Examinations, and as a Ph.D. guide until retiring in 2018. 
Research & Publications
•        A prolific scholar, Dr. Shenoy has published over 200 research articles and has discovered and translated many stone and copper plate inscriptions. 
•        He authored 21 books, covering regional history, temple studies, literature, and epigraphy. Notable works include:
o        Bangara Ithihasa (1985)
o        Putturu Kshethrada Ithihasa (1985)
o        Belthangady Taluk Darshana (1986)
o        Karkalada Gomateshwara Charithre (1990)
o        Moodubidire Chandranatha Swamiya Savira Kambada Basadi (2008)
o        Later works exploring Jain temples across Karnataka, such as Avibhajitha Dakshina Kannada Jilleya Jaina Basadigalu (2015) and Karavali Karnatakada Jaina Mandiragala Darshana (2017) 
Awards & Recognition
•        Honored with prestigious titles and awards including:
o        Samsodhaka Praveena (Jain Mutt, Moodbidri, 2008)
o        The Gomateshwara Vidyapitha Prashasthi for Literature (Shravanabelagola, 2009)
o        Jinavani Puraskara by Bharatha Bhushana Swasthi Charukeerthi Bhattaraka (Moodbidri) 
o        Basti Vaman Shenoy Vishwa Konkani Seva Puraskar in 2020 for his exceptional contributions to historical research.
o        Polali Sheenappa Hegde and S.R. Hegde Award in 2021. 

Born                     - July 1947
Fields                   - History, Archaeology, Epigraphy, Iconography
Education            - M.A. and Ph.D.—University of Mysore
Career                 - Faculty at various institutions; retired 2018
Publications        - 200+ research articles; 21 books
Awards                - Multiple honors in literature and historical studies


",
28,Tina Marie Jones,"Tina Marie Jones (also referred to as Tina Marie Jones St. Cyr) is a highly accomplished board-certified executive coach, licensed corporate trainer, inspirational speaker, and media personality known for her transformative work in human communications, leadership, and personal development. She is based in Houston, Texas.
Career & Expertise
•        With over 12,000 hours of coaching experience, she specializes in helping business leaders and entrepreneurs develop authentic leadership, clear communication, and effective team dynamics.
•        She is the creator and host of the syndicated radio show Holistic Living and TV program The Power of Transformation on the Good Life Network.
•        Tina Marie is also a best-selling author, with titles including Everything is Subject to Change, Thinking Upside Down, The Possibility Process, and Thank God I Am an Empowered Woman.
Credentials & Awards
•        Holds a BBA (Business Administration) and a Master’s in Holistic Nutrition, alongside multiple certifications—including from the International Coaching Federation, the Arbinger Institute, and the Robbins-Madanes School for Strategic Intervention.
•        Recognitions include:
o        Houston’s Most Dynamic Business Woman (Houston Magazine, 2012)
o        Most Inspirational Spiritual Leader (Origin Magazine, 2012)        
Signature Programs & Speaking
Her specialty programs and keynote topics include:
•        Live a Life UNREASONABLE
•        Transform Your Inner Saboteur
•        The Law of Curiosity
•        Designing a Doable Day(tinamarie.com)
She frequently speaks at major events—Texas Women’s Conference, NASA/JSC Space Conference, NAWBO, Global Women’s Summit, and more—bringing energy, insight, and strategic transformation.

Profession	                        Executive Coach, Corporate Trainer, Media Host, Author
Location	                                Houston, Texas
Media Presence	                Host of Holistic Living and The Power of Transformation
Books	                                Everything is Subject to Change, Thinking Upside Down, The Possibility Process, Thank God I Am an Empowered Woman
Education & Certifications	BBA, Master’s in Holistic Nutrition, coaching certifications (ICF, Arbinger, etc.)
Awards	                                Houston’s Most Dynamic Business Woman (2012), Most Inspirational Spiritual Leader (2012)
",
29,Dr. Radha Charan Gupta," Dr. Radha Charan Gupta, also known as R.C. Gupta, was a renowned Indian historian of mathematics, celebrated for his extensive research on ancient and medieval Indian mathematical texts. Born on August 14, 1935, in Jhansi, Uttar Pradesh, he dedicated his life to the study and dissemination of India's rich mathematical heritage.

📚 Academic Background
•        Early Education: Completed his schooling in Jhansi.
•        Undergraduate & Postgraduate Studies: Earned his B.Sc. (1955) and M.Sc. (1957) from the University of Lucknow, securing first division and top positions in the university.
•        Doctoral Research: Pursued a Ph.D. in the history of mathematics at Ranchi University, under the guidance of T.A. Sarasvati Amma, completing his thesis titled Trigonometry in Ancient and Medieval India in 1971.

🏛️ Professional Career
•        Teaching: Began his academic career as a lecturer at Lucknow Christian College (1957–1958).
•        Birla Institute of Technology, Mesra: Joined in 1958, where he served for 37 years, becoming a full professor in 1982 and retiring as Professor Emeritus in 1995.
•        Research Contributions: Founded and edited the journal Gaṇita Bhāratī, which became a leading publication in the field of the history of Indian mathematics.

🏅 Awards and Honors
•        Kenneth O. May Prize (2009): Awarded by the International Commission for the History of Mathematics, making him the first Indian to receive this prestigious honor.
•        Padma Shri (2023): Conferred by the Government of India for his exceptional contributions to literature and education.
•        Distinguished Service Award (1996): Presented by the Vijnana Parishad of India for his outstanding services.
•        Fellowships: Elected as a Fellow of the National Academy of Sciences, India, in 1991.

📖 Notable Works
•        ""Gaṇitānanda: Selected Works of Radha Charan Gupta"": A compilation of his significant research papers.
•        ""Historical and Cultural Glimpses of Ancient Indian Mathematics"": Published by NCERT, New Delhi.
•        ""Historical and Cultural Glimpses of Medieval Indian Mathematics"": Also published by NCERT, New Delhi.

🕊️ Personal Life
•        Family: Married to Smt. Savitri Devi in 1953, with whom he had a son and two daughters.
•        Lifestyle: Known for his simple and frugal lifestyle, reflecting his deep commitment to his scholarly pursuits.

🕊️ Legacy
Dr. R.C. Gupta passed away on September 5, 2024, in Jhansi. His contributions have left an indelible mark on the field of mathematics, and his legacy continues to inspire scholars and enthusiasts of Indian mathematical history. In recognition of his profound impact, Bundelkhand University, Jhansi, has established the ""Padma Shri Radha Charan Gupta Chair for Mathematics"" to honor his memory and perpetuate his scholarly endeavors.",
30,Dr. L.C. Jain (Laxmi Chandra Jain),"Dr. L.C. Jain (Laxmi Chandra Jain) was a distinguished mathematician, educator, and scholar of Jain philosophy and mathematics, based in Jabalpur, Madhya Pradesh. He made significant contributions to the study of ancient Indian mathematical texts and the integration of Jain philosophical concepts into mathematical theory.

📚 Academic and Professional Background
•	Birth and Education:
o	Born on July 1, 1926, in Sagar, Madhya Pradesh.
o	Completed B.Sc. from Nagpur University and M.Sc. from Sagar University. 
•	Teaching Career:
o	Joined the College of Science, Nagpur, in 1951 as part of the M.P. State Educational Service.
o	Taught at Government Science College, Jabalpur, from 1955 to 1964.
o	Served as Professor and Head of the Department of Mathematics at Government Post Graduate College, Sehore, from 1966 to1984.

🧮 Scholarly Contributions
•	Research Focus:
o	Specialized in the study of Jain mathematics, particularly the mathematical concepts found in Jain Agamic texts.
o	Explored the integration of Jain philosophical principles with mathematical theories, including karma theory and quantum systems.
•	Notable Publications:
o	Tiloya Pannatti Ka Ganita: A study on the mathematical aspects of the Jain text Tiloya Pannatti.
o	Ganita Sara Samgraha of Mahaviracharya: An edited translation of Mahaviracharya's work, incorporating insights from Jain texts.
o	The Jaina School of Mathematics: A comprehensive overview of Jain mathematical traditions.
o	Mathematical Foundations of Karma Quantum System Theory: An innovative work linking Jain karma theory with modern quantum physics concepts. 
•	Research Projects:
o	Conducted multiple INSA (Indian National Science Academy) projects on the history of science in India between 1984 and 1995.

🏛️ Academic and Cultural Engagement
•	Academic Leadership:
o	Served as Chairman of the Board of Studies in Mathematics at Sagar University.
o	Elected as a Senator at Vikram University, Ujjain. 
•	Cultural Contributions:
o	Secretary of Shri Brahmi Sundari Prasthashram, Jabalpur.
o	Honorary Director of Acharya Shri Vidyasagara Research Institute, Pisanhari Hills, Jabalpur.
o	Secretary of the Rani Durgavati Society for Advanced Mathematical Sciences, Jabalpur. 
•	Editorial Roles:
o	Member of the editorial boards of JSIR (Journal of Scientific and Industrial Research) and Arhat Vacana. 

🏛️ Personal Life and Legacy
•	Personal Life:
o	Married to Smt. Gulab Rani (Basanti Devi), who passed away in 2002.
o	In her memory, established the Gulab Rani Karma Science Museum in Jabalpur, dedicated to the study of the mathematical theory of karma as found in Jain Agamic texts. 
•	Legacy:
o	Renowned for pioneering the study of Jain mathematics and its integration with modern scientific concepts.
o	His works continue to inspire scholars in the fields of mathematics, philosophy, and Jain studies.

",
31,Dr. Padmavatamma,"Dr. Padmavatamma is a retired Professor of Mathematics from the University of Mysore, India. She has made significant contributions to the study of ancient Jain mathematics and its integration with modern mathematical concepts.

📚 Academic Background
•        Degrees: M.Sc., Ph.D.
•        Institution: University of Mysore, Manasagangotri
•        Specialization: Jain Mathematics

🧮 Scholarly Contributions
•        Research Focus: Dr. Padmavatamma has extensively studied Jain mathematical texts, including Tiloyapaṇṇatti, Gaṇitasārasangraha, and Vyavahāragaṇita.
•        Publications: She has authored and presented numerous research papers on the contributions of Jain mathematicians to the development of mathematical concepts such as zero, place value system, and combinatorics.

🏛️ Academic Engagement
•        Department of Studies in Mathematics: Dr. Padmavatamma served in this department at the University of Mysore, contributing to the academic development of the institution.
•        Conferences and Seminars: She has actively participated in national and international conferences, presenting her research on Jain mathematics.
",
32,Dr. Mahendra Kumar Jain,"Dr. Mahendra Kumar Jain was a distinguished Indian-American biochemist and professor emeritus of chemistry and biochemistry at the University of Delaware. Born on October 12, 1938, in Ujjain, India, he was the eldest of ten children. He completed his B.Sc. at Holkar College in Indore (1957) and his M.Sc. at Vikram University in Ujjain (1959). From 1959 to 1964, he served as a lecturer for the government of Madhya Pradesh in Bhopal, India, and later at Punjabi University in Patiala. During this period, he published 16 articles on the extraction and identification of natural products from various plant species. 

In 1965, Dr. Jain moved to Israel to pursue a Ph.D. at the Weizmann Institute, completing it in under two years. He then joined Indiana University in Bloomington as a research associate in the laboratory of Professor Eugene H. Cordes, focusing on the chemical structure determination of terpenoid natural products. In 1973, he joined the University of Delaware as an assistant professor in the Department of Chemistry and Biochemistry. He was promoted to associate professor in 1975 and to full professor in 1981. Dr. Jain retired in 2009 and continued his research as an emeritus faculty member until 2015. He passed away on September 22, 2017, at the age of 78. 

Dr. Jain's research primarily focused on phospholipase A2, a calcium-dependent enzyme involved in the hydrolysis of fatty acids from phospholipids, which plays a crucial role in inflammation and other biological processes. He introduced the concepts of ""scooting"" and ""hopping"" to describe the behavior of membrane-bound enzymes in two-dimensional matrices. He also co-authored a textbook titled ""Introduction to Biological Membranes"" in 1980. Throughout his career, he published over 200 articles and collaborated with numerous scientists worldwide. 
Beyond his scientific endeavors, Dr. Jain was a scholar of ancient Jain philosophy, particularly interested in concepts of perception and doubt. He translated and interpreted ancient Jain texts and supported the digitization of old manuscripts. He also founded and financed a primary school in Sadhumar, India, and supported the construction of a hostel at an all-girls school in Rajasthan. Additionally, he anonymously funded the college education of several underprivileged students.
 
Dr. Jain was known for his humility, generosity, and dedication to both his scientific work and his community. He was an avid gardener, enjoyed cooking, and had a deep appreciation for nature. His contributions to science and society have left a lasting impact. ",
33,Dr. Sreeramula Rajeswara Sarma,"Dr. Sreeramula Rajeswara Sarma is a distinguished Indian scholar renowned for his contributions to the history of science, particularly in the field of Indian astronomy and scientific instruments. Born in 1937 in Andhra Pradesh, India, he pursued his education in Sanskrit at Visva-Bharati, Santiniketan, and later earned a Ph.D. in Indology from Philipps University, Marburg, Germany, for his dissertation on Āryabhaṭa's astronomical work . 
Dr. Sarma served as a faculty member in the Department of Sanskrit at Aligarh Muslim University (AMU) from 1969 until his retirement in 1997. During his tenure, he advanced the study of Sanskrit scientific literature and fostered academic exchanges between Indian and international scholars. His academic journey includes visiting professorships at esteemed institutions such as Kyoto University, University of British Columbia, and Harvard University. 
A significant aspect of Dr. Sarma's scholarly work is his extensive research on Indian astronomical instruments. Between 1991 and 2005, he visited over a hundred museums and private collections across India, Europe, and North America to document and catalog pre-modern Indian scientific instruments. This endeavor culminated in a comprehensive descriptive catalogue, which is accessible on his official website. 
Dr. Sarma's notable publications include:
•        The Archaic and the Exotic: Studies in the History of Indian Astronomical Instruments
•        A Descriptive Catalogue of Indian Astronomical Instruments
•        The Dravyaparīkṣā of Ṭhakkura Pherū
His scholarly contributions have earned him recognition, including the Mahāmahopādhyāya Dr. P. V. Kane Gold Medal from the Asiatic Society of Mumbai for the years 2013–2015. 
Dr. Sreeramula Rajeswara Sarma is a renowned author and scholar in the field of Indology and the history of science in India. He has made significant contributions through his extensive research and publications on Sanskrit scientific literature, particularly focusing on Indian astronomical instruments and mathematical texts.

📚 Notable Publications
Dr. Sarma's scholarly works include:
•        The Archaic and the Exotic: Studies in the History of Indian Astronomical Instruments (2008) 
•        A Descriptive Catalogue of Indian Astronomical Instruments (2021) 
•        Yantraprakāra of Sawai Jai Singh (1989) 
•        Astronomical Instruments in the Rampur Raza Library (2003) 
•        Astronomical Instruments in the Salar Jung Museum (1996) 
•        The Pūrvagaṇita of Āryabhaṭa’s (II) Mahāsiddhānta (1966) 
•        Vedic Mythology (1980–81) 
•        Ṭhakkura Pherū’s Rayaṇaparikkhā (1984) 
These publications reflect his dedication to preserving and interpreting India's rich scientific heritage.

🧑‍🏫 Academic Background
Dr. Sarma completed his M.A. in Sanskrit at Visva-Bharati, Santiniketan, and earned his Dr.phil. in Indology from Philipps University, Marburg, Germany. He served as a professor in the Department of Sanskrit at Aligarh Muslim University from 1969 until his retirement in 1997. ",
34,Dr. Vinod Mishra,"Dr. Vinod Mishra is a distinguished professor in the Department of Mathematics at Sant Longowal Institute of Engineering and Technology (SLIET), Longowal, Punjab, India. With over two decades of academic experience, he has made significant contributions to the fields of applied mathematics and mathematical education. 

🎓 Academic Background
•        B.Sc. (Physics, Chemistry, Mathematics) – Himachal Pradesh University, 1989
•        M.Sc. (Mathematics) – Kurukshetra University, 1991
•        Ph.D. (Mathematics) – Gurukula Kangri Vishwavidyalaya, 1998
•        Postdoctoral Fellow – Indian Institute of Advanced Study, Shimla (1999–2000) 

🧠 Research Interests
Dr. Mishra's research encompasses several areas within mathematics: 
•        Wavelet Analysis
•        Numerical Laplace Transform
•        Number Theory & Cryptography
•        History and Education of Mathematics 
He has authored over 60 research papers and has been cited more than 700 times. His work is accessible through platforms such as Google Scholar and ORCID. 

📚 Publications
Dr. Mishra has authored and contributed to several notable publications:
•        Books:
o        Theory of Transforms with Applications (Ane Books Pvt Ltd, 2017) – A comprehensive reference on various mathematical transforms. 
•        Edited Book Chapters:
o        Fibonacci Sequence: History and Modern Applications – In: History and Development of Mathematics in India (2022).
o        Magic Squares in Indian Mathematics: Constructions and Properties – In: Understanding Values and Ethics in Shrinking World (2022). 

🏅 Academic and Administrative Roles
•        Former Head – Department of Mathematics, SLIET
•        Member – Board of Management, SLIET (2021–2022)
•        Member – Postgraduate Board of Studies in Mathematics, Kurukshetra University (2021–2023)
•        Visiting Faculty – National Institute of Technology Uttarakhand (2019) 

🎤 Invited Lectures and Recognition
Dr. Mishra has delivered invited lectures at various esteemed institutions:
•        National University of Singapore
•        Tribhuvan University, Kathmandu
•        Embry-Riddle Aeronautical University, USA 
He has also been honored by His Holiness Sankaracarya of Kanchi Kamakoti Peetham during the National Conference on the History and Development of Mathematics in 2018. ",
35,Dr. Nandlal Jain,"Dr. Nandlal Jain, often referred to as Dr. N.L. Jain, is a distinguished scholar and polymath based in Rewa, Madhya Pradesh, India. His academic and literary contributions span various disciplines, including Jain philosophy, science, literature, and education.

📚 Academic Background and Career
Dr. Jain holds multiple degrees:
•        Shastri (Jain Philosophy)
•        Acharya (Indian Philosophy)
•        M.Sc. (Chemistry, Banaras Hindu University)
•        Ph.D. (University of Glasgow, UK)
•        Post-Doctoral Research (Florida State University, USA) 
He has served as a Professor of Chemistry in the Madhya Pradesh Government Services and has held various research and academic positions, including:
•        Principal Investigator for UGC HRD Project
•        Project Investigator for INSA
•        Editor for several scholarly journals
•        Author and translator of numerous works in Jain philosophy and science

✍️ Literary and Scholarly Contributions
Dr. Jain has authored and contributed to over 10 books, including:
•        Basic Jain Culture: Non-Possession
•        Glossary of Jaina Terms
•        Science Writers in Hindi
•        Children’s Literature
He has published 85 research papers and participated in 57 seminars worldwide. His works have been recognized by UNESCO and are listed in WHO’S WHO in Children’s Literature. 

🌍 Areas of Expertise
Dr. Jain's research interests encompass:
•        Jain philosophy and ethics
•        Ecology and environmental science
•        Disarmament and non-violence
•        Religious principles and conflict resolution
•        Science and religion
He has been an active participant in international conferences in London, Chicago, San Francisco, Hamburg, the UK, and the USA. ",
36,Dr. Shin Fujinaga,"Dr. Shin Fujinaga is an esteemed scholar specializing in Jain philosophy, currently serving as an Associate Professor of Philosophy and Ethics at Miyakonojo National College of Technology in Miyakonojo, Miyazaki, Japan. He holds a Ph.D. from Hiroshima University, where he was trained in Jain studies. His academic journey includes collaborations with notable scholars such as Muni Jambuvijayaji and Prof. N. J. Shah in India. 

📚 Academic Background
•        Ph.D. Hiroshima University
•        M.A. Graduate School of Letters, Hiroshima University
•        B.A. Faculty of Law and Literature, Kumamoto University 

🧠 Research Interests
Dr. Fujinaga's research focuses on various aspects of Jain philosophy and Indian thought, including: 
•        Jain Cosmology: Philological studies on Jain cosmological texts.
•        Jain Monasticism: Explorations into the practices and ethics of Jain monastic communities.
•        Jain Narrative Literature: Analysis of Jain narrative traditions and their philosophical implications.
•        Jain Epistemology: Studies on the concept of omniscience (Sarvajña) in Jain thought.
•        Ethics and Philosophy: Discussions on engineering ethics and the socio-economic roles of engineers in contemporary Japan. 

📖 Notable Publications
•        Books:
o        Omniscience in Jainism (Heirakuji Shoten, Kyoto, 2001) 
o        Jainism and Early Buddhism (2003) 
o        Jainism: A Study of Samantabhadra (2001) 
•        Research Projects:
o        Principal Investigator for several Grant-in-Aid for Scientific Research projects focusing on various aspects of Jain philosophy and literature. 

🎓 Academic Contributions
Dr. Fujinaga has been actively involved in the academic community, delivering lectures and participating in workshops. Notably, he presented the 17th Annual Jaina Lecture on the topic ""Nidāna: A Word with Different Meanings,"" where he explored the concept of 'nidāna' across Hinduism, Buddhism, and Jainism, highlighting its unique interpretation in Jain philosophy.",
37,Dr. N. Suresh Kumar,"Dr. N. Suresh Kumar is a distinguished scholar in Prakrit and Jainology, serving as a faculty member in the Department of Prakrit and Jainology at Mysore University, India. His academic work focuses on the study of Prakrit languages, Jain philosophy, and Jain literature, with special emphasis on the textual, historical, and philosophical aspects of Jain scriptures.

He has actively contributed to the preservation, interpretation, and teaching of ancient Jain texts, making significant contributions to both national and international Jain studies. His research spans areas such as:

Prakrit Linguistics: Analysis and interpretation of Jain Prakrit texts.

Jain Philosophy and Ethics: Study of Jain metaphysics, epistemology, and ethical teachings.

Historical Studies of Jainism: Exploration of Jain culture, tradition, and scriptural history.

Translation and Commentary: Translating key Jain texts into modern languages and providing scholarly commentary.

Dr. Kumar has presented papers at several national and international conferences on Jainology and Prakrit studies and has published articles in peer-reviewed journals and academic compilations. He is actively involved in mentoring students and promoting research in Jain philosophy and literature.",
38,Dr. Atsusi Uno,"Dr. Atsusi Uno is a distinguished scholar and Professor Emeritus at Hiroshima University, Japan, specializing in Indian philosophy, Jain studies, and comparative religion. His academic work focuses on the philosophical, ethical, and historical dimensions of Jainism, as well as cross-cultural studies between Indian and Japanese thought.

He has made significant contributions to research, translation, and interpretation of classical Jain texts, particularly in the areas of:

Jain Philosophy: Studies on metaphysics, ethics, and epistemology.

Historical Jain Literature: Exploration of Jain scriptures, commentaries, and textual history.

Cross-Cultural Studies: Comparative analysis of Indian and East Asian religious traditions.

Education and Mentorship: Training and mentoring students in Indian philosophy and Jainology.

Dr. Uno has published numerous research articles and books on Jainism, participated in international conferences, and collaborated with scholars worldwide to promote Jain studies.",
39,Dr. T. V. G. Sastri,"Dr. T. V. G. Sastri served as the Director of Archaeology at Kundakunda Jnanapitha in Indore—a scholarly institute dedicated to Jain studies and cultural research.
He authored and contributed significant archaeological studies, with a focus on Jain heritage, including:
•        The Jain Sanctuaries of the Fortress of Gwalior (1997), documenting the Jain caves and monuments in Gwalior—this work was published under the auspices of Kundakunda Jnanapitha in Indore.
•        Vaddamanu Excavations, 1981–85 (1992), undertaken under the Birla Archaeological & Cultural Research Institute, Hyderabad.
•        Veerapuram, a type site for cultural study in the Krishna Valley (1984), co-authored by T. V. G. Sastri.
From an article excerpt (“The Jain Sanctuaries…”), we also learn more of his personal and academic background:
•        He was born in 1922 at Agiripali, near Vijayawada in Andhra Pradesh.
•        Completed a B.Sc. in Physics in 1945 from Andhra University.
•        Subsequently earned M.A. (1962) and Ph.D. (1970) in Archaeology from M. S. University (now Maharaja Sayajirao University of Baroda).
•        Early in his career, he taught physics in Sri Lanka before returning to India, where archaeological work associated with the Nagarjuna Sagar Dam rescue excavations piqued his interest in the field.
•        He joined the Archaeological Survey of India (ASI) and served for about 25 years across offices in Baroda, Hyderabad, Bhopal, Goa, and Nagarjunakonda.

Full Name            Dr. T. V. G. Sastri
Born                    1922, Agiripali (near Vijayawada), Andhra Pradesh
Education            B.Sc. in Physics (1945, Andhra University); M.A. (1962) and Ph.D. (1970) in Archaeology, M. S. University, Baroda
Career                    Physics teacher in Sri Lanka; ~25-year career at ASI across multiple sites; later Director of Archaeology at Kundakunda Jnanapitha, Indore
Major Works            The Jain Sanctuaries of the Fortress of Gwalior (1997); Vaddamanu Excavations, 1981–85 (1992); Veerapuram… (1984)

Dr. T. V. G. Sastri emerges as a distinguished archaeologist and scholar with deep contributions to the understanding of Jain art and heritage—particularly through his documentation of Jain sanctuaries, excavations in the Krishna valley, and more. His academic journey from physics into archaeology underscores a rich interdisciplinary background.",
40,A. Ekambaranathan,"Academic & Professional Background
•        Position: Retired as the Head of the Department of Ancient History and Archaeology at the University of Madras, Chennai.
•        Expertise: A distinguished epigraphist and historian, focusing on Jain history, inscriptions, iconography, art, and architecture in Tamil Nadu.
Publications & Contributions
•        Authored over 20 books and more than 50 research articles in both Tamil and English.
•        Notable works include:
o        Jaina Inscriptions in Tamilnadu: A Topographical List (1987), compiled with Dr. C.K. Sivaprakasam—documenting around 530 Jain inscriptions across Tamil Nadu.
o        Jaina Iconography in Tamilnadu and Jainism in Tamilnadu: Art and Archaeology.
o        Tamil publications such as Kazhugumalaiyum Samanamum (1993) and Development of Jainism under the Cholas (2000), both of which won Best Publication awards from the Government of Tamil Nadu.
•        Edited and contributed to thematic volumes like Jaina Archaeological Heritage of Tamilnadu (2005), highlighting the rich Jain heritage, art, and architecture ﹙including rock-cut sites, sculptures, inscriptions﹚.
Legacy & Death
•        Dr. A. Ekambaranathan was widely regarded as a leading authority on Jain heritage in southern India. As one commentator noted:
“Dr. A. Ekambaranathan’s contribution to the study of Jain heritage in Tamil Nadu is remarkable”.
His meticulous field surveys, epigraphical compilations, and authoring of foundational reference works have left an enduring impact.
•        He passed away on 4th September 2020 in Chennai, after a brief illness, at approximately 75 years of age.

Name	                Dr. A. Ekambaranathan
Role 	                Professor & Head, Ancient History & Archaeology, University of Madras
Specialization	        Jain history, inscriptions, iconography and art in Tamil Nadu
Publications	        20+ books, 50+ research articles; major works in Tamil & English
Accolades	        Government of Tamil Nadu awards for significant Tamil works
Date of Demise	4th September 2020, Chennai

Dr. A. Ekambaranathan was a towering figure in the field of Tamil Jain heritage studies—his works remain foundational to modern scholarship on Jain archaeology, iconography, and epigraphy in Tamil Nadu. His visual legacy may be limited in the public domain, but his scholarly footprint is deeply felt.",
41,Dr. Toshiya Unebe,"Academic Career & Background
•        Position: Associate Professor in the Department of Indian Studies at Nagoya University, Japan.
•        According to the H-Net community, Dr. Toshiya Unebe passed away in November 2016 at the age of 48. He was remembered as a scholar, Jōdo Shinshū Buddhist priest, father, husband, and mentor.

Research Focus & Contributions
•        A prominent researcher in Indian philosophy, especially Buddhist studies. His projects included studies of Southeast Asian Buddhist literature, Pāli and Thai manuscripts, Paññāsa-Jātaka, and manuscript traditions like Samut Khoi.
•        Unebe authored several scholarly articles, including:
o        Not for the Achievement of a Sāvaka or Paccekabuddha: The Motive behind the Bodhisatta’s Self sacrifice in the Paññāsa Jātaka (2012).
o        A chapter titled Cognition and Language: Buddhist Criticism of Bhartṛhari’s Thesis, in History of Indian Philosophy (2017).
o        He co-authored Illuminating the Life of the Buddha: An Illustrated Chanting Book from Eighteenth Century Siam, a richly illustrated text published in 2013.

Name	           Toshiya Unebe (sometimes written as “Unebe Tshiya” in stylized contexts)
Title & Role	    Associate Professor, Department of Indian Studies, Nagoya University
Specialization	    Indian philosophy, Buddhist studies, Southeast Asian Buddhist manuscripts, Pāli literature
Notable Works     Articles on Paññāsa-Jātaka, cognition & language, illustrated Buddhist chant book
Other Roles	    Jōdo Shinshū Buddhist priest, mentor, father
Year of Passing    November 2016 (age 48)
",
